title_x,year,main_genre,director,top_actors,budget,revenue,popularity,vote_average,runtime,success,decade
We Need to Talk About Kevin,2011.0,Drama,Lynne Ramsay,"['John C. Reilly', 'Tilda Swinton', 'Ezra Miller']",7000000,6038942,21.276864,7.4,112.0,0,2010.0
Losin' It,1983.0,Comedy,Curtis Hanson,"['Tom Cruise', 'Jackie Earle Haley', 'John Stockwell']",7000000,1246141,2.550045,4.5,100.0,0,1980.0
I Hope They Serve Beer in Hell,2009.0,Comedy,Bob Gosse,"['Matt Czuchry', 'Jesse Bradford', 'Marika Dominczyk']",7000000,1429299,7.155519,5.7,106.0,0,2000.0
Hesher,2010.0,Drama,Spencer Susser,"['Joseph Gordon-Levitt', 'Natalie Portman', 'Rainn Wilson']",7000000,382946,13.635828,6.7,106.0,0,2010.0
Freeheld,2015.0,Romance,Peter Sollett,"['Julianne Moore', 'Ellen Page', 'Steve Carell']",7000000,573335,8.184588,7.1,103.0,0,2010.0
The Extra Man,2010.0,Comedy,Shari Springer Berman,"['Kevin Kline', 'Paul Dano', 'Katie Holmes']",7000000,453079,2.26778,5.9,108.0,0,2010.0
Hard to Be a God,2013.0,Drama,Aleksey German,"['Leonid Yarmolnik', 'Yuriy Tsurilo', 'Natalya Moteva']",7000000,1310673,3.120016,6.7,170.0,0,2010.0
Ca$h,2010.0,Crime,Stephen Milburn Anderson,"['Sean Bean', 'Chris Hemsworth', 'Victoria Profeta']",7000000,46488,8.207425,6.0,108.0,0,2010.0
The Boondock Saints,1999.0,Action,Troy Duffy,"['Willem Dafoe', 'Norman Reedus', 'Sean Patrick Flanery']",6000000,30471,34.917447,7.2,108.0,0,1990.0
The Snow Queen,2012.0,Animation,Vladlen Barbe,"['Ivan Okhlobystin', 'Dmitriy Nagiev', 'Lyudmila Artemeva']",7000000,12400000,5.33861,5.1,76.0,1,2010.0
Stargate: The Ark of Truth,2008.0,Adventure,Robert C. Cooper,"['Ben Browder', 'Amanda Tapping', 'Christopher Judge']",7000000,8900000,8.591387,6.9,97.0,1,2000.0
Dazed and Confused,1993.0,Comedy,Richard Linklater,"['Jason London', 'Rory Cochrane', 'Wiley Wiggins']",6900000,7993039,26.181753,7.4,102.0,1,1990.0
House at the End of the Street,2012.0,Horror,Mark Tonderai,"['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue']",6900000,44287131,25.613197,5.6,101.0,1,2010.0
Incendies,2010.0,Drama,Denis Villeneuve,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']",6800000,7103838,21.285206,7.9,130.0,1,2010.0
Annabelle,2014.0,Horror,John R. Leonetti,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola']",6500000,255273813,60.225219,5.6,99.0,1,2010.0
Bran Nue Dae,2009.0,Comedy,Rachel Perkins,"['Rocky McKenzie', 'Geoffrey Rush', 'Jessica Mauboy']",7,7,0.050456,5.2,82.0,0,2000.0
Boyz n the Hood,1991.0,Crime,John Singleton,"['Laurence Fishburne', 'Cuba Gooding Jr.', 'Ice Cube']",6500000,57504069,17.705671,7.4,112.0,1,1990.0
La Bamba,1987.0,Drama,Luis Valdez,"['Lou Diamond Phillips', 'Danielle von Zerneck', 'Elizabeth Peña']",6500000,54215416,6.847099,6.8,108.0,1,1980.0
Dressed to Kill,1980.0,Horror,Brian De Palma,"['Michael Caine', 'Angie Dickinson', 'Nancy Allen']",6500000,31899000,11.208769,6.8,105.0,1,1980.0
Go,1999.0,Crime,Doug Liman,"['Sarah Polley', 'Katie Holmes', 'Jay Mohr']",6500000,28451622,11.142389,7.0,98.0,1,1990.0
Friends with Money,2006.0,Comedy,Nicole Holofcener,"['Catherine Keener', 'Jason Isaacs', 'Timm Sharp']",6500000,13368437,11.885221,5.1,88.0,1,2000.0
The Andromeda Strain,1971.0,Science Fiction,Robert Wise,"['Arthur Hill', 'David Wayne', 'James Olson']",6500000,12376563,12.524953,7.0,131.0,1,1970.0
Shame,2011.0,Drama,Steve McQueen,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale']",6500000,17693675,40.688426,7.0,100.0,1,2010.0
Layer Cake,2004.0,Drama,Matthew Vaughn,"['Daniel Craig', 'Tom Hardy', 'Colm Meaney']",6500000,11850214,24.0034,7.0,105.0,1,2000.0
The Work and the Glory II: American Zion,2005.0,Drama,Sterling Van Wagenen,"['Sam Hennings', 'Brenda Strong', 'Eric Johnson']",6500000,2025032,2.639106,8.0,100.0,0,2000.0
The East,2013.0,Drama,Zal Batmanglij,"['Brit Marling', 'Alexander Skarsgård', 'Ellen Page']",6500000,2401510,16.574756,6.5,116.0,0,2010.0
A Home at the End of the World,2004.0,Romance,Michael Mayer,"['Colin Farrell', 'Dallas Roberts', 'Robin Wright']",6500000,1548955,5.483531,6.8,96.0,0,2000.0
The Messenger,2009.0,Drama,Oren Moverman,"['Ben Foster', 'Woody Harrelson', 'Jena Malone']",6500000,1521261,8.432401,7.1,113.0,0,2000.0
The Terminator,1984.0,Action,James Cameron,"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton']",6400000,78371200,74.234793,7.3,108.0,1,1980.0
"Good bye, Lenin!",2003.0,Comedy,Wolfgang Becker,"['Daniel Brühl', 'Katrin Sass', 'Chulpan Khamatova']",4800000,79384880,11.086001,7.4,121.0,1,2000.0
The Return of the Living Dead,1985.0,Comedy,Dan O'Bannon,"['Clu Gulager', 'James Karen', 'Don Calfa']",4000000,14237000,14.961629,7.3,91.0,1,1980.0
Mallrats,1995.0,Romance,Kevin Smith,"['Jason Lee', 'Jeremy London', 'Shannen Doherty']",6000000,2122561,16.139771,6.8,94.0,0,1990.0
Grease,1978.0,Romance,Randal Kleiser,"['John Travolta', 'Olivia Newton-John', 'Stockard Channing']",6000000,181813770,67.608041,7.2,110.0,1,1970.0
Platoon,1986.0,Drama,Oliver Stone,"['Tom Berenger', 'Charlie Sheen', 'Willem Dafoe']",6000000,138530565,49.802914,7.5,120.0,1,1980.0
Fahrenheit 9/11,2004.0,Documentary,Michael Moore,"['Robert De Niro', 'Michael Moore', 'George W. Bush']",6000000,119114517,16.20985,6.8,122.0,1,2000.0
Butch Cassidy and the Sundance Kid,1969.0,History,George Roy Hill,"['Paul Newman', 'Robert Redford', 'Katharine Ross']",6000000,102308889,24.499996,7.4,110.0,1,1960.0
Mary Poppins,1964.0,Comedy,Robert Stevenson,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']",6000000,102272727,59.961523,7.4,139.0,1,1960.0
West Side Story,1961.0,Crime,Robert Wise,"['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn']",6000000,43656822,23.431117,7.0,152.0,1,1960.0
Caddyshack,1980.0,Comedy,Harold Ramis,"['Chevy Chase', 'Rodney Dangerfield', 'Ted Knight']",6000000,39846344,15.929648,6.6,98.0,1,1980.0
The Wood,1999.0,Comedy,Rick Famuyiwa,"['Omar Epps', 'Richard T. Jones', 'Taye Diggs']",6000000,25059640,5.537646,7.1,106.0,1,1990.0
The Usual Suspects,1995.0,Drama,Bryan Singer,"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri']",6000000,23341568,64.025031,8.1,106.0,1,1990.0
A Nightmare on Elm Street 5: The Dream Child,1989.0,Horror,Stephen Hopkins,"['Robert Englund', 'Lisa Wilcox', 'Erika Anderson']",8000000,22168359,12.654051,5.5,89.0,1,1980.0
National Lampoon’s Van Wilder,2002.0,Comedy,Walt Becker,"['Ryan Reynolds', 'Tara Reid', 'Tim Matheson']",5000000,38275483,35.108498,5.9,92.0,1,2000.0
The Wrestler,2008.0,Drama,Darren Aronofsky,"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']",6000000,44703995,40.196514,7.3,109.0,1,2000.0
Duel in the Sun,1946.0,Western,King Vidor,"['Jennifer Jones', 'Joseph Cotten', 'Gregory Peck']",6000000,20400000,7.60445,6.2,144.0,1,1940.0
Escape from New York,1981.0,Science Fiction,John Carpenter,"['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine']",6000000,50244700,24.351305,6.9,99.0,1,1980.0
Daddy Day Camp,2007.0,Comedy,Fred Savage,"['Cuba Gooding Jr.', 'Tamala Jones', 'Paul Rae']",6000000,18197398,12.601677,4.4,89.0,1,2000.0
Mr. Nice Guy,1997.0,Crime,Sammo Hung,"['Jackie Chan', 'Richard Norton', 'Miki Lee']",12716953,18814720,7.077505,6.3,113.0,1,1990.0
A Mighty Wind,2003.0,Comedy,Christopher Guest,"['Bob Balaban', 'Christopher Guest', 'John Michael Higgins']",6000000,18750246,4.053017,6.6,91.0,1,2000.0
Sliding Doors,1998.0,Comedy,Peter Howitt,"['Gwyneth Paltrow', 'John Hannah', 'John Lynch']",6000000,58000000,15.639016,6.5,99.0,1,1990.0
Tales from the Hood,1995.0,Crime,Rusty Cundieff,"['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier']",6000000,12000000,3.89204,5.4,98.0,1,1990.0
The Last King of Scotland,2006.0,Drama,Kevin Macdonald,"['Forest Whitaker', 'James McAvoy', 'Simon McBurney']",6000000,48027970,26.286954,7.4,121.0,1,2000.0
Halloween 5: The Revenge of Michael Myers,1989.0,Horror,Dominique Othenin-Girard,"['Donald Pleasence', 'Danielle Harris', 'Ellie Cornell']",5000000,11642254,8.008844,5.2,96.0,1,1980.0
Bernie,2012.0,Comedy,Richard Linklater,"['Jack Black', 'Shirley MacLaine', 'Matthew McConaughey']",5000000,9206470,12.68514,6.5,100.0,1,2010.0
Dolphins and Whales: Tribes of the Ocean,2008.0,Documentary,Jean-Jacques Mantello,"['Daryl Hannah', 'Charlotte Rampling']",6000000,7518876,0.041651,8.0,42.0,1,2000.0
200 Cigarettes,1999.0,Comedy,Risa Bramon Garcia,"['Ben Affleck', 'Casey Affleck', 'Dave Chappelle']",6000000,6852450,3.561198,6.1,101.0,1,1990.0
The Words,2012.0,Drama,Brian Klugman,"['Bradley Cooper', 'Zoe Saldana', 'Jeremy Irons']",6000000,13231461,14.988746,6.4,96.0,1,2010.0
City Island,2009.0,Drama,Raymond De Felitta,"['Andy García', 'Julianna Margulies', 'Steven Strait']",6000000,6670712,6.497285,6.9,104.0,1,2000.0
The Guard,2011.0,Action,John Michael McDonagh,"['Brendan Gleeson', 'Don Cheadle', 'Liam Cunningham']",6000000,19560274,19.411141,6.8,96.0,1,2010.0
College,2008.0,Comedy,Deb Hagan,"['Drake Bell', 'Andrew Caldwell', 'Andree Moss']",7000000,6230276,7.034618,4.8,94.0,0,2000.0
The Virgin Suicides,1999.0,Drama,Sofia Coppola,"['James Woods', 'Kathleen Turner', 'Kirsten Dunst']",6000000,10409377,26.218912,7.1,97.0,1,1990.0
Wish I Was Here,2014.0,Drama,Zach Braff,"['Zach Braff', 'Kate Hudson', 'Joey King']",5500000,5483299,15.015271,6.4,120.0,0,2010.0
Simply Irresistible,1999.0,Comedy,Mark Tarlov,"['Sarah Michelle Gellar', 'Sean Patrick Flanery', 'Dylan Baker']",6000000,4398989,5.696491,5.5,95.0,0,1990.0
Only the Strong,1993.0,Action,Sheldon Lettich,"['Mark Dacascos', 'Geoffrey Lewis', 'Stacey Travis']",6000000,3283371,5.411243,6.9,99.0,0,1990.0
Shattered Glass,2003.0,Drama,Billy Ray,"['Hayden Christensen', 'Peter Sarsgaard', 'Chloë Sevigny']",6000000,2944752,6.27257,6.6,94.0,0,2000.0
Novocaine,2001.0,Comedy,David Atkins,"['Chelcie Ross', 'Steve Martin', 'Laura Dern']",6000000,2025238,4.148253,6.0,95.0,0,2000.0
The Wild Bunch,1969.0,Adventure,Sam Peckinpah,"['William Holden', 'Ernest Borgnine', 'Robert Ryan']",6244087,638641,14.970654,7.6,145.0,0,1960.0
The Wackness,2008.0,Drama,Jonathan Levine,"['Ben Kingsley', 'Famke Janssen', 'Josh Peck']",6000000,2899975,7.161051,6.2,99.0,0,2000.0
Beastmaster 2: Through the Portal of Time,1991.0,Action,Sylvio Tabet,"['Marc Singer', 'Kari Wuhrer', 'Sarah Douglas']",6000000,869325,1.478505,4.6,107.0,0,1990.0
The 5th Quarter,2011.0,Drama,Rick Bieber,"['Aidan Quinn', 'Andie MacDowell', 'Ryan Merriman']",6000000,399611,0.215464,4.7,97.0,0,2010.0
Snow Flower and the Secret Fan,2011.0,Drama,Wayne Wang,"['Li Bingbing', 'Jun Ji-hyun', 'Hugh Jackman']",134005,1332231,2.260315,5.3,104.0,1,2010.0
"Surfer, Dude",2008.0,Comedy,S.R. Bindler,"['Matthew McConaughey', 'Jeffrey Nordling', 'Willie Nelson']",6000000,69497,2.404626,4.7,85.0,0,2000.0
Deadfall,2012.0,Crime,Stefan Ruzowitzky,"['Eric Bana', 'Olivia Wilde', 'Charlie Hunnam']",12000000,66351,10.19041,5.6,95.0,0,2010.0
Videodrome,1983.0,Horror,David Cronenberg,"['James Woods', 'Sonja Smits', 'Deborah Harry']",5952000,2120439,18.119265,7.1,87.0,0,1980.0
The Spanish Apartment,2002.0,Drama,Cédric Klapisch,"['Romain Duris', 'Audrey Tautou', 'Kelly Reilly']",5300000,3897799,13.034602,7.0,122.0,0,2000.0
Song One,2014.0,Drama,Kate Barker-Froyland,"['Anne Hathaway', 'Johnny Flynn', 'Mary Steenburgen']",6000000,32251,6.349218,5.5,86.0,0,2010.0
Winter in Wartime,2008.0,Drama,Martin Koolhoven,"['Martijn Lakemeier', 'Melody Klaver', 'Yorick van Wageningen']",4000000,530048,5.013575,6.8,103.0,0,2000.0
The Train,1964.0,Action,John Frankenheimer,"['Burt Lancaster', 'Paul Scofield', 'Jeanne Moreau']",5800000,6800000,4.49029,7.2,133.0,1,1960.0
The Protector,2005.0,Action,Prachya Pinkaew,"['Tony Jaa', 'Petchtai Wongkamlao', 'Bongkoj Khongmalai']",6000000,27165581,11.81832,6.8,108.0,1,2000.0
Bend It Like Beckham,2002.0,Comedy,Gurinder Chadha,"['Parminder Nagra', 'Keira Knightley', 'Jonathan Rhys Meyers']",3500159,76578641,22.054546,6.2,112.0,1,2000.0
Crossover,2006.0,Action,Preston A. Whitmore II,"['Anthony Mackie', 'Marcello Thedford', 'Allen Payne']",5800000,7000000,3.201886,4.2,95.0,1,2000.0
[REC]²,2009.0,Thriller,Jaume Balagueró,"['Manuela Velasco', 'Ferran Terraza', 'Claudia Silva']",5600000,18469680,22.341462,6.4,85.0,1,2000.0
The Sting,1973.0,Comedy,George Roy Hill,"['Paul Newman', 'Robert Redford', 'Robert Shaw']",5500000,159616327,28.500913,7.9,129.0,1,1970.0
Chariots of Fire,1981.0,Drama,Hugh Hudson,"['Ben Cross', 'Ian Charleson', 'Cheryl Campbell']",5500000,58972904,10.439971,6.8,123.0,1,1980.0
High Plains Drifter,1973.0,Western,Clint Eastwood,"['Clint Eastwood', 'Verna Bloom', 'Marianna Hill']",5500000,15700000,19.127239,7.4,105.0,1,1970.0
Galaxina,1980.0,Comedy,William Sachs,"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber']",5500000,4865000,2.141143,3.3,95.0,0,1980.0
Mambo Italiano,2003.0,Comedy,Émile Gaudreault,"['Luke Kirby', 'Ginette Reno', 'Paul Sorvino']",4361898,3031801,2.080741,5.6,92.0,0,2000.0
Wonderland,2003.0,Crime,James Cox,"['Val Kilmer', 'Dylan McDermott', 'Kate Bosworth']",5000000,2466444,7.79068,6.2,104.0,0,2000.0
Do the Right Thing,1989.0,Drama,Spike Lee,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee']",6500000,37295445,15.580335,7.6,120.0,1,1980.0
Rang De Basanti,2006.0,Drama,Rakeysh Omprakash Mehra,"['Aamir Khan', 'Soha Ali Khan', 'Alice Patten']",2200000,11502151,5.206967,7.2,157.0,1,2000.0
Miss Julie,2014.0,Drama,Liv Ullmann,"['Jessica Chastain', 'Colin Farrell', 'Samantha Morton']",5500000,5000000,5.033065,5.9,120.0,0,2010.0
Saw II,2005.0,Horror,Darren Lynn Bousman,"['Tobin Bell', 'Shawnee Smith', 'Donnie Wahlberg']",4000000,152925093,42.187986,6.3,92.0,1,2000.0
10 Cloverfield Lane,2016.0,Thriller,Dan Trachtenberg,"['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.']",15000000,108286421,53.698683,6.8,103.0,1,2010.0
Jackass: The Movie,2002.0,Documentary,Jeff Tremaine,"['Johnny Knoxville', 'Bam Margera', 'Steve-O']",5000000,64282312,14.752587,6.1,87.0,1,2000.0
Lights Out,2016.0,Horror,David F. Sandberg,"['Teresa Palmer', 'Maria Bello', 'Gabriel Bateman']",4900000,44107032,48.170508,6.3,81.0,1,2010.0
Paranormal Activity 3,2011.0,Horror,Henry Joost,"['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner']",5000000,205703818,29.15813,5.9,83.0,1,2010.0
Ouija,2014.0,Horror,Stiles White,"['Olivia Cooke', 'Ana Coto', 'Daren Kagasoff']",5000000,103590271,56.30466,4.9,89.0,1,2010.0
A Nightmare on Elm Street 3: Dream Warriors,1987.0,Horror,Chuck Russell,"['Robert Englund', 'Patricia Arquette', 'Heather Langenkamp']",5000000,44793222,17.304055,6.5,96.0,1,1980.0
Instructions Not Included,2013.0,Comedy,Eugenio Derbez,"['Loreto Peralta', 'Eugenio Derbez', 'Jessica Lindsey']",5500000,99067206,9.59729,7.5,115.0,1,2010.0
Paranormal Activity 4,2012.0,Horror,Henry Joost,"['Katie Featherston', 'Kathryn Newton', 'Matt Shively']",5000000,142817992,20.326337,5.2,95.0,1,2010.0
The Robe,1953.0,Drama,Henry Koster,"['Richard Burton', 'Jean Simmons', 'Victor Mature']",4100000,36000000,4.028875,6.4,135.0,1,1950.0
The Return of the Pink Panther,1975.0,Comedy,Blake Edwards,"['Peter Sellers', 'Christopher Plummer', 'Herbert Lom']",5000000,41833347,6.470766,6.7,113.0,1,1970.0
Freddy's Dead: The Final Nightmare,1991.0,Horror,Rachel Talalay,"['Robert Englund', 'Lisa Zane', 'Shon Greenblatt']",11000000,34872033,16.856231,5.1,89.0,1,1990.0
Monster,2003.0,Crime,Patty Jenkins,"['Charlize Theron', 'Christina Ricci', 'Bruce Dern']",8000000,60378584,19.683187,7.0,110.0,1,2000.0
"20,000 Leagues Under the Sea",1954.0,Adventure,Richard Fleischer,"['Kirk Douglas', 'James Mason', 'Paul Lukas']",5000000,28200000,9.358197,6.8,127.0,1,1950.0
Paranormal Activity: The Marked Ones,2014.0,Horror,Christopher B. Landon,"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts']",5000000,86362372,19.984477,5.2,84.0,1,2010.0
The Elephant Man,1980.0,Drama,David Lynch,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft']",5000000,26010864,30.271066,7.9,124.0,1,1980.0
Dallas Buyers Club,2013.0,Drama,Jean-Marc Vallée,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']",5000000,55198285,59.454473,7.9,117.0,1,2010.0
The Lazarus Effect,2015.0,Thriller,David Gelb,"['Olivia Wilde', 'Mark Duplass', 'Donald Glover']",3300000,64110728,20.304235,5.1,83.0,1,2010.0
Memento,2000.0,Mystery,Christopher Nolan,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']",9000000,39723096,60.715151,8.1,113.0,1,2000.0
Oculus,2013.0,Horror,Mike Flanagan,"['Karen Gillan', 'Brenton Thwaites', 'Katee Sackhoff']",5000000,44030246,35.871248,6.3,104.0,1,2010.0
Clerks II,2006.0,Comedy,Kevin Smith,"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes']",5000000,26888376,18.077963,6.9,97.0,1,2000.0
Billy Elliot,2000.0,Drama,Stephen Daldry,"['Jamie Bell', 'Julie Walters', 'Jean Heywood']",5000000,110000000,20.428237,7.4,110.0,1,2000.0
The Way Way Back,2013.0,Comedy,Nat Faxon,"['Liam James', 'Steve Carell', 'Toni Collette']",4600000,23198652,32.14444,7.1,103.0,1,2010.0
The Man from Snowy River,1982.0,Family,George T. Miller,"['Tom Burlinson', 'Terence Donovan', 'Kirk Douglas']",3500000,20659423,3.656491,6.8,104.0,1,1980.0
Our Idiot Brother,2011.0,Comedy,Jesse Peretz,"['Paul Rudd', 'Elizabeth Banks', 'Zooey Deschanel']",10000000,17273593,15.688439,5.9,90.0,1,2010.0
Race,2016.0,Action,Stephen Hopkins,"['Stephan James', 'Jason Sudeikis', 'Carice van Houten']",5000000,24804129,22.9951,7.1,134.0,1,2010.0
"As Above, So Below",2014.0,Horror,John Erick Dowdle,"['Perdita Weeks', 'Ben Feldman', 'Edwin Hodge']",5000000,40100000,26.510558,6.1,93.0,1,2010.0
Still Alice,2014.0,Drama,Richard Glatzer,"['Julianne Moore', 'Alec Baldwin', 'Kristen Stewart']",5000000,43884652,35.307577,7.5,99.0,1,2010.0
The Egyptian,1954.0,History,Michael Curtiz,"['Jean Simmons', 'Victor Mature', 'Gene Tierney']",5000000,15000000,4.079111,6.0,139.0,1,1950.0
Nighthawks,1981.0,Action,Bruce Malmuth,"['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams']",5000000,19905359,7.058868,6.4,99.0,1,1980.0
Friday the 13th Part VIII: Jason Takes Manhattan,1989.0,Horror,Rob Hedden,"['Kane Hodder', 'Jensen Daggett', 'Scott Reeves']",5000000,14000000,12.904615,4.8,100.0,1,1980.0
My Big Fat Greek Wedding,2002.0,Comedy,Joel Zwick,"['Nia Vardalos', 'John Corbett', 'Lainie Kazan']",5000000,368744044,18.115566,6.2,95.0,1,2000.0
Spring Breakers,2013.0,Drama,Harmony Korine,"['James Franco', 'Selena Gomez', 'Vanessa Hudgens']",5000000,31724284,62.554173,5.0,94.0,1,2010.0
Halloween: The Curse of Michael Myers,1995.0,Horror,Joe Chappelle,"['Donald Pleasence', 'Paul Rudd', 'Marianne Hagan']",5000000,15116634,9.483717,5.0,88.0,1,1990.0
Y Tu Mamá También,2001.0,Drama,Alfonso Cuarón,"['Gael García Bernal', 'Diego Luna', 'Maribel Verdú']",5000000,33616692,16.890285,7.3,106.0,1,2000.0
Shaun of the Dead,2004.0,Horror,Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield']",4000000,30039392,49.12486,7.5,99.0,1,2000.0
Lone Star,1996.0,Drama,John Sayles,"['Chris Cooper', 'Matthew McConaughey', 'Elizabeth Peña']",5000000,13269963,5.960149,6.9,135.0,1,1990.0
Halloween 4: The Return of Michael Myers,1988.0,Horror,Dwight H. Little,"['Donald Pleasence', 'Ellie Cornell', 'Danielle Harris']",5000000,17768757,9.302349,5.9,88.0,1,1980.0
Lone Wolf McQuade,1983.0,Action,Steve Carver,"['Chuck Norris', 'David Carradine', 'Barbara Carrera']",5000000,12232628,8.452666,5.5,107.0,1,1980.0
Apollo 18,2011.0,Horror,Gonzalo López-Gallego,"['Ryan Robbins', 'Warren Christie', 'Lloyd Owen']",5000000,25562924,17.028252,5.0,86.0,1,2010.0
Sunshine Cleaning,2008.0,Comedy,Christine Jeffs,"['Amy Adams', 'Emily Blunt', 'Alan Arkin']",5000000,16174377,19.336367,6.5,102.0,1,2000.0
No Escape,2015.0,Action,John Erick Dowdle,"['Owen Wilson', 'Lake Bell', 'Pierce Brosnan']",5000000,54418872,38.006982,6.7,103.0,1,2010.0
Solomon and Sheba,1959.0,Drama,King Vidor,"['Yul Brynner', 'Gina Lollobrigida', 'George Sanders']",5000000,12200000,0.835617,5.4,139.0,1,1950.0
Fifty Shades of Black,2016.0,Romance,Michael Tiddes,"['Marlon Wayans', 'Kali Hawk', 'Fred Willard']",20000000,21164799,14.947588,4.3,92.0,1,2010.0
A Farewell to Arms,1932.0,Drama,Frank Borzage,"['Helen Hayes', 'Gary Cooper', 'Adolphe Menjou']",4,25,1.199451,6.2,89.0,1,1930.0
The Barbarian Invasions,2003.0,Comedy,Denys Arcand,"['Rémy Girard', 'Stéphane Rousseau', 'Marie-Josée Croze']",8000000,3432342,3.03091,6.7,99.0,0,2000.0
Force 10 from Navarone,1978.0,Action,Guy Hamilton,"['Harrison Ford', 'Robert Shaw', 'Barbara Bach']",5000000,7230000,5.348446,6.4,118.0,1,1970.0
Once Upon a Time in the West,1968.0,Western,Sergio Leone,"['Henry Fonda', 'Claudia Cardinale', 'Jason Robards']",5000000,5321508,49.333137,8.1,175.0,1,1960.0
Made,2001.0,Action,Jon Favreau,"['Vince Vaughn', 'Jon Favreau', 'Sean Combs']",5000000,5476060,4.149628,6.3,94.0,1,2000.0
Moon,2009.0,Science Fiction,Duncan Jones,"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott']",5000000,9760104,46.114184,7.6,97.0,1,2000.0
Sea Rex 3D: Journey to a Prehistoric World,2010.0,Documentary,Ronan Chapalain,"['Guillaume Denaiffe', 'Norbert Ferrer', 'Chloe Hollings']",5000000,4074023,4.498368,5.9,41.0,0,2010.0
The Sweet Hereafter,1997.0,Drama,Atom Egoyan,"['Ian Holm', 'Caerthan Banks', 'Sarah Polley']",5000000,3263585,7.673124,6.8,112.0,0,1990.0
Of Gods and Men,2010.0,Drama,Xavier Beauvois,"['Lambert Wilson', 'Michael Lonsdale', 'Olivier Rabourdin']",4000000,41424067,4.992475,6.5,120.0,1,2010.0
Bottle Shock,2008.0,Comedy,Randall Miller,"['Alan Rickman', 'Chris Pine', 'Bill Pullman']",5000000,4040588,6.174435,6.6,110.0,0,2000.0
Heavenly Creatures,1994.0,Drama,Peter Jackson,"['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse']",5000000,3049135,8.753409,7.0,99.0,0,1990.0
90 Minutes in Heaven,2015.0,Drama,Michael Polish,"['Kate Bosworth', 'Hayden Christensen', 'Hudson Meek']",5000000,4842699,3.943706,5.4,121.0,0,2010.0
Everything Must Go,2010.0,Comedy,Dan Rush,"['Rebecca Hall', 'Will Ferrell', 'Glenn Howerton']",5000000,2614773,9.169411,6.0,97.0,0,2010.0
Zero Effect,1998.0,Comedy,Jake Kasdan,"['Bill Pullman', 'Ben Stiller', ""Ryan O'Neal""]",5000000,1980338,2.732031,6.0,116.0,0,1990.0
The Machinist,2004.0,Thriller,Brad Anderson,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón']",5000000,8203235,35.252056,7.3,101.0,1,2000.0
Kill the Messenger,2014.0,Thriller,Michael Cuesta,"['Jeremy Renner', 'Mary Elizabeth Winstead', 'Michael Sheen']",5000000,2450846,21.343093,6.6,112.0,0,2010.0
Rabbit Hole,2010.0,Drama,John Cameron Mitchell,"['Nicole Kidman', 'Aaron Eckhart', 'Dianne Wiest']",5000000,5129058,10.095184,6.9,91.0,1,2010.0
Party Monster,2003.0,Comedy,Fenton Bailey,"['Seth Green', 'Macaulay Culkin', 'Chloë Sevigny']",5000000,742898,4.129165,5.9,98.0,0,2000.0
Green Room,2016.0,Horror,Jeremy Saulnier,"['Anton Yelchin', 'Imogen Poots', 'Alia Shawkat']",5000000,3220371,30.001024,6.7,95.0,0,2010.0
Atlas Shrugged Part III: Who is John Galt?,2014.0,Drama,James Manera,"['Eric Allan Kramer', 'Rob Morrow', 'Stephen Tobolowsky']",5000000,846704,1.731035,3.9,99.0,0,2010.0
Bottle Rocket,1996.0,Comedy,Wes Anderson,"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos']",7000000,560069,11.700578,6.8,91.0,0,1990.0
Tucker and Dale vs Evil,2010.0,Comedy,Eli Craig,"['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden']",5000000,5476793,19.940245,7.3,89.0,1,2010.0
The Visit,2015.0,Horror,M. Night Shyamalan,"['Olivia DeJonge', 'Ed Oxenbould', 'Kathryn Hahn']",5000000,98450062,38.94708,6.0,94.0,1,2010.0
